Rank,Name,Ticker,Industry,Sector,Returns,Volatility,P/E Ratio
1577,"Mueller Water Products, Inc.",MWA,Specialty Industrial Machinery,Industrials,-0.015280081118988533,1.6921934364848006,23.42
1578,Juniper Networks Inc,JNPR,Communication Equipment,Technology,-0.015327097099518107,1.65202368356728,24.94
1579,Flow Traders NV,FLOW,Capital Markets,Financial Services,-0.015356827550178923,1.9804957507244487,11.51
1580,Schneider National Inc,SNDR,Trucking,Industrials,-0.01535778498834732,1.385796847811741,9.14
1581,Ingredion Inc,CNP,Packaged Foods,Consumer Defensive,-0.015367310446865757,2.072790025252539,14.66
1582,United Breweries Co Inc,CCU,Beverages - Brewers,Consumer Defensive,-0.015412846836475187,1.8316680638136613,14.27
1583,Evergy Inc,EVRG,Utilities - Regulated Electric,Utilities,-0.015430411171736831,2.019632200566741,18.55
1584,Masonite International Corp,DOOR,Building Products & Equipment,Industrials,-0.01549192513430925,1.3842120019808937,12.56
1585,BK Technologies Corp,BKTI,Communication Equipment,Technology,-0.015544027049267965,1.7223738699977,12.59
1586,Alps Alpine Co Ltd,ALE,Electronic Components,Technology,-0.015556686853468147,2.030830026158853,6.43
1587,Micron Technology Inc,MU,Semiconductors,Technology,-0.01563105708338934,1.8286285523519978,10.27
1588,Texas Instruments Inc,TXN,Semiconductors,Technology,-0.01565216553293049,1.875732122383862,18.35
1589,Accenture PLC,ACN,Information Technology Services,Technology,-0.015660852337607018,1.6631911184423094,24.45
1590,BWX Technologies Inc,BWXT,Aerospace & Defense,Industrials,-0.015675911637579178,1.7199563082537832,17.18
1591,Methanex Corp,MEOH,Chemicals,Basic Materials,-0.015725497099521122,1.8909051383600883,6.32
1592,Metro Mining Ltd,MMI,Other Industrial Metals & Mining,Basic Materials,-0.0157501379339982,1.7152278905500917,5.17
1593,Ingevity Corp,NGVT,Specialty Chemicals,Basic Materials,-0.015801089235320472,1.6210016589804435,13.87
1594,Sekisui House Ltd,SPH,Residential Construction,Consumer Cyclical,-0.01581030316706983,1.7146032433233815,8.38
1595,China Green Agriculture Inc,CGA,Agricultural Inputs,Basic Materials,-0.015873000855468576,1.668600836241036,0.94
1596,Hawthorn Bancshares Inc,HWBK,Banks - Regional,Financial Services,-0.015909083531907973,1.3354644045476673,7.16
1597,Esquire Financial Holdings Inc,ESQ,Banks - Regional,Financial Services,-0.015918342434630247,1.843367732454178,13.07
1598,GoPro Inc,GPRO,Consumer Electronics,Technology,-0.015929230277656786,1.7588213571468767,11.04
1599,SEI Investments Co,SEIC,Asset Management,Financial Services,-0.015998739099700707,1.8142900163453006,16.75
1600,Matson Inc,MATX,Marine Shipping,Industrials,-0.01605711859579217,1.984731316521654,1.85
1601,SuRo Capital Corp,SSSS,Asset Management,Financial Services,-0.016129051428983743,1.6381760099123082,6.09
1602,KKR Real Estate Finance Trust Inc,KREF,REIT - Mortgage,Real Estate,-0.016136914982619346,1.5600863730337824,24.21
1603,Plexus Corp,PLXS,Electronic Components,Technology,-0.01623814448269394,1.746704548073562,22.83
1604,America Movil SAB de CV,AMOV,Telecom Services,Communication Services,-0.016241339348193468,1.885423183769346,14.49
1605,aap Implantate AG,AAP,Medical Devices,Healthcare,-0.01625816689964923,1.9073158261171481,2.69
1606,Avid Bioservices Inc,CDMO,Biotechnology,Healthcare,-0.016304396768935924,1.4904671481296397,8.64
1607,TD Synnex Corp,SNX,Electronics & Computer Distribution,Technology,-0.016363664106889074,1.8418739962617572,18.25
1608,BlackRock Capital Investment Corp,BKCC,Asset Management,Financial Services,-0.01639342724524056,1.3330231477798373,17.39
1609,Newmark Group Inc,NMRK,Real Estate Services,Real Estate,-0.016404632210581197,1.8163830946933128,7.30
1610,Landstar System Inc,LSTR,Integrated Freight & Logistics,Industrials,-0.01642331612612488,1.9518032630038031,13.79
1611,American Eagle Outfitters Inc,AEO,Apparel Retail,Consumer Cyclical,-0.016472876097002896,1.681265562456127,24.51
1612,Exceet Group SA,EXC,Shell Companies,Financial Services,-0.016486175664558945,2.0490763011955706,15.46
1613,Vista Outdoor Inc,VSTO,Leisure,Consumer Cyclical,-0.016558710599399742,2.4102902407310225,3.36
1614,Ambac Financial Group Inc,AMBC,Insurance - Specialty,Financial Services,-0.016657784154965476,1.6485581307377473,2.38
1615,Imperial Oil Ltd,IMO,Oil & Gas Integrated,Energy,-0.01667181035994945,2.140527445327202,6.66
1616,NextEra Energy Partners LP,NEP,Utilities - Renewable,Utilities,-0.016715646505872466,1.953141420818417,14.10
1617,United Airlines Holdings Inc,UAL,Airlines,Industrials,-0.016736329166656214,1.6955140959776862,9.11
1618,BJ's Wholesale Club Holdings Inc,BJ,Discount Stores,Consumer Defensive,-0.01675309459140728,1.2056951977885701,19.12
1619,Peoples Financial Services Corp,PFIS,Banks - Regional,Financial Services,-0.01678138526202202,1.5716560023254285,8.21
1620,Wiluna Mining Corp Ltd,BLK,Gold,Basic Materials,-0.016801467744021196,1.7376980304959697,5.98
1621,MPX International Corp,MPX,Drug Manufacturers - Specialty & Generic,Healthcare,-0.016822399808338193,1.735476467875846,1.00
1622,Usana Health Sciences Inc,USNA,Packaged Foods,Consumer Defensive,-0.016829065546499468,2.241807898775676,14.04
1623,DLH Holdings Corp,DLHC,Specialty Business Services,Industrials,-0.016863390814057546,1.5729972643462988,6.61
1624,ONEOK Inc,OKE,Oil & Gas Midstream,Energy,-0.01686418437402162,1.983413365164299,19.19
1625,ZTO Express,Cayman,Integrated Freight & Logistics,Industrials,-0.016870326149948666,1.1135390005186399,23.64
1626,Pioneer Natural Resources Co,PXD,Oil & Gas E&P,Energy,-0.01704037242940723,1.6848879623165864,8.31
1627,Nicholas Financial Inc,NICK,Credit Services,Financial Services,-0.01704551919925171,1.916797523324962,24.10
1628,White Mountains Insurance Group Ltd,WTM,Insurance - Property & Casualty,Financial Services,-0.01708204984598152,2.1912362934938465,19.01
1629,Plumas Bancorp,PLBC,Banks - Regional,Financial Services,-0.017152658886559865,1.7507859593767763,9.17
1630,Forward Air Corp,FWRD,Integrated Freight & Logistics,Industrials,-0.017196057695570834,1.6066576597328612,14.95
1631,Liquid Media Group Ltd,YVR,Electronic Gaming & Multimedia,Communication Services,-0.017241444513996895,1.6024729664094368,0.67
1632,Computer Programs and Systems Inc,CPSI,Health Information Services,Healthcare,-0.017268481564263007,1.8113913443241065,21.37
1633,National Fuel Gas Co,NFG,Oil & Gas Integrated,Energy,-0.01734891623556745,1.9330770154337118,9.83
1634,Virtus Investment Partners Inc,VRTS,Asset Management,Financial Services,-0.017380710990510296,2.04229754638305,12.42
1635,PT Indocement Tunggal Prakarsa Tbk,ITP,Building Materials,Basic Materials,-0.017391288122742862,1.5956029719765237,20.20
1636,Cross Country Healthcare Inc,CCRN,Medical Care Facilities,Healthcare,-0.01739851229963372,1.661931091035148,4.75
1637,Lowe's Companies Inc,LOW,Home Improvement Retail,Consumer Cyclical,-0.017440541745159195,1.9017899731813146,19.42
1638,Koninklijke Bam Groep NV,BAM,Engineering & Construction,Industrials,-0.017500593783914557,2.135190161888121,7.65
1639,Qorvo Inc,QRVO,Semiconductors,Technology,-0.01751592743589729,1.5998773808545919,14.66
1640,JOYY Inc,YY,Internet Content & Information,Communication Services,-0.01751892519747019,1.5500160692249159,5.38
1641,Equinor ASA,EQNR,Oil & Gas Integrated,Energy,-0.017692574901751728,1.6922120696542575,4.22
1642,Pangaea Logistics Solutions Ltd,PANL,Marine Shipping,Industrials,-0.017804137927911842,1.8693001644205893,3.08
1643,Westlake Chemical Partners LP,WLKP,Chemicals,Basic Materials,-0.017817439300012422,1.434606055700479,10.89
1644,Devon Energy Corp,DVN,Oil & Gas E&P,Energy,-0.017826606315890278,1.8767783912355012,6.43
1645,Stabilus SE,STM,Specialty Industrial Machinery,Industrials,-0.0178719997805677,1.7089934938523859,15.29
1646,PulteGroup Inc,PHM,Residential Construction,Consumer Cyclical,-0.01787993203700196,2.00038688819577,4.93
1647,Consolidated Communications Holdings Inc,CNSL,Telecom Services,Communication Services,-0.017979454851033968,1.7595333773775257,15.31
1648,AAG Energy Holdings Ltd,AAN,Oil & Gas E&P,Energy,-0.01802922515861047,1.7422792744470994,4.10
1649,Bendigo and Adelaide Bank Ltd,BEN,Banks - Regional,Financial Services,-0.018039642345160388,1.957824529116797,12.63
1650,Huntsman Corp,HUN,Chemicals,Basic Materials,-0.018046046506549077,1.8016842300132616,5.76
1651,Sempra Energy,SRE,Utilities - Diversified,Utilities,-0.018117317970045163,1.6212867077162831,21.60
1652,Crocs Inc,CROX,Footwear & Accessories,Consumer Cyclical,-0.01812499761581421,1.971201755229007,12.20
1653,Quest Diagnostics Inc,DGX,Diagnostics & Research,Healthcare,-0.018146347418064025,1.629081912493686,15.27
1654,Regeneus Ltd,RGS,Biotechnology,Healthcare,-0.018170423631571585,1.8451939971173994,9.43
1655,United Microelectronics Corp,UMC,Semiconductors,Technology,-0.018181800842285156,1.4383210104346567,6.74
1656,Evans Bancorp Inc,EVBN,Banks - Regional,Financial Services,-0.01820133351031801,1.4640276932342766,9.73
1657,Consolidated Edison Inc,ED,Utilities - Regulated Electric,Utilities,-0.018222068105080088,1.9787292104638394,20.58
1658,XBiotech Inc,XBIT,Biotechnology,Healthcare,-0.018223217799343223,1.9954179829045078,1.34
1659,BW LPG Ltd,BW,Marine Shipping,Industrials,-0.01824817543653746,2.782146104785745,4.59
1660,Ingles Markets Inc,IMKTA,Grocery Stores,Consumer Defensive,-0.01827769574055876,1.752612439062568,6.70
1661,Provident Bancorp Inc,PVBC,Banks - Regional,Financial Services,-0.018292677194004157,1.7793813363681514,6.21
1662,CACI International Inc,CACI,Information Technology Services,Technology,-0.0183206106870229,1.8118846764894712,20.24
1663,DaVita Inc,DVA,Medical Care Facilities,Healthcare,-0.01833054151362513,1.9784790449367784,11.76
1664,OGE Energy Corp,OGE,Utilities - Regulated Electric,Utilities,-0.01840493942566015,2.0618993596020547,8.53
1665,Nexstar Media Group Inc,NXST,Entertainment,Communication Services,-0.018433133277556326,2.0156251380753742,7.37
1666,Goldman Sachs BDC Inc,GSBD,Asset Management,Financial Services,-0.01873195943155513,1.7485515478821105,16.18
1667,Six Flags Entertainment Corp,SIX,Leisure,Consumer Cyclical,-0.018807236556242595,1.875113913734381,23.26
1668,Fabrinet,FN,Electronic Components,Technology,-0.0188470141537103,1.6502400504267487,21.88
1669,Air Industries Group,AIRI,Aerospace & Defense,Industrials,-0.018867981112750468,1.657856849902137,10.02
1670,Spire Inc,SR,Utilities - Regulated Gas,Utilities,-0.018947347005208334,1.9223182780671602,18.25
1671,FNCB Bancorp Inc,FNCB,Banks - Regional,Financial Services,-0.01894740054481889,1.4918618667713668,8.16
1672,MarineMax Inc,HZO,Specialty Retail,Consumer Cyclical,-0.01894740054481908,1.690865398831172,3.62
1673,CF Industries Holdings Inc,CF,Agricultural Inputs,Basic Materials,-0.0189873417721519,1.6846052914142755,5.52
1674,Otter Tail Corp,OTTR,Utilities - Diversified,Utilities,-0.019209005064883475,1.9607103261227674,8.70
1675,Jakks Pacific Inc,JAKK,Leisure,Consumer Cyclical,-0.019230751596258297,1.6184339768018619,4.16
1676,Applied Industrial Technologies Inc,AIT,Industrial Distribution,Industrials,-0.019299478670742366,2.05755858285526,16.78
1677,Aozora Bank Ltd,AON,Banks - Regional,Financial Services,-0.019432320930814748,1.9365776020925336,9.54
1678,China Oil And Gas Group Ltd,GPI,Oil & Gas Refining & Marketing,Energy,-0.019446823822087175,1.6352348319592203,1.04
1679,Allianz SE,ALV,Insurance - Diversified,Financial Services,-0.019461783769796258,1.8448782983884975,12.52
1680,NRG Energy Inc,NRG,Utilities - Independent Power Producers,Utilities,-0.0194786682368373,2.029572061652199,4.03
1681,Nova Ltd,NVMI,Semiconductor Equipment & Materials,Technology,-0.019700803034834548,1.6241403811323631,22.42
1682,Ohio Valley Banc Corporation,OVBC,Banks - Regional,Financial Services,-0.01970955908510898,1.487175518742667,10.30
1683,Evolve Transition Infrastructure LP,SNMP,Oil & Gas Midstream,Energy,-0.019762846445765033,1.995211314414216,0.34
1684,First Savings Financial Group Inc,FSFG,Banks - Regional,Financial Services,-0.01977682593265548,1.6774204535839794,8.69
1685,Genius Brands International Inc,GNUS,Entertainment,Communication Services,-0.01980196150035633,1.4311969823334352,1.67
1686,Blueprint Medicines Corp,BPMC,Biotechnology,Healthcare,-0.019813586686758373,1.8098419121373308,17.70
1687,Walgreens Boots Alliance Inc,WBA,Pharmaceutical Retailers,Healthcare,-0.01981562413312321,1.8490215365282245,7.49
1688,Renesas Electronics Corp,KN,Semiconductors,Technology,-0.019858204189376175,1.7092385997565773,9.85
1689,Children's Place Inc,PLCE,Apparel Retail,Consumer Cyclical,-0.01987772204016538,1.6639757474556482,5.70
1690,SeaWorld Entertainment Inc,SEAS,Leisure,Consumer Cyclical,-0.01990633220764773,1.807394398329547,14.01
1691,Savencia SA,SAVE,Packaged Foods,Consumer Defensive,-0.01992900685093782,1.8164709938105523,9.22
1692,Herc Holdings Inc,HRI,Rental & Leasing Services,Industrials,-0.019989468947039308,1.5384753979899062,14.27
1693,Sunny Optical Technology,Group,Electronic Components,Technology,-0.02,1.8778587634126471,23.42
1694,CSP Inc,CSPI,Information Technology Services,Technology,-0.020100483728542687,1.6129463189719662,24.45
1695,United Parcel Service Inc,UPS,Integrated Freight & Logistics,Industrials,-0.020199403026418525,1.4596628402648133,14.01
1696,Taro Pharmaceutical Industries Ltd,TARO,Drug Manufacturers - Specialty & Generic,Healthcare,-0.020228066701222014,1.7016201454446398,16.75
1697,Cognizant Technology Solutions Corp,CTSH,Information Technology Services,Technology,-0.020240310978019014,1.831404868118254,13.32
1698,Helios Technologies Inc,HLIO,Specialty Industrial Machinery,Industrials,-0.020281447608148484,1.7076704748713314,17.73
1699,American Public Education Inc,APEI,Education & Training Services,Consumer Defensive,-0.020304645197344918,1.5637229123128031,16.37
1700,First Community Bankshares Inc,FCBC,Banks - Regional,Financial Services,-0.02037042357030687,1.6314866348389034,12.41
1701,Dentsply Sirona Inc,XRAY,Medical Instruments & Supplies,Healthcare,-0.020416700489888723,1.8580815446330279,19.23
1702,SMART Global Holdings Inc,SGH,Semiconductors,Technology,-0.02042143496931351,1.547255908119891,16.45
1703,The Home Depot Inc,HD,Home Improvement Retail,Consumer Cyclical,-0.020514957773609645,1.8597683836728727,19.16
1704,Williams Companies Inc,WMB,Oil & Gas Midstream,Energy,-0.020550439117151664,2.1135472882085837,19.84
1705,Suzano SA,SUZ,Paper & Paper Products,Basic Materials,-0.020567668078334832,1.5372607526696687,3.77
1706,Feintool International Holding AG,FEI,Specialty Industrial Machinery,Industrials,-0.02059492838749527,1.6182447962266908,16.47
1707,Enel Chile S.A.,ENIA,Utilities—Regulated Electric,Utilities,-0.02061858157973139,1.813599265857513,13.47
1708,Ebix Inc,EBIX,Software - Application,Technology,-0.020689674305691616,1.7278195305672508,7.85
1709,Service Corp International,SVC,Personal Services,Consumer Cyclical,-0.020766198258815392,1.827786313175336,16.26
1710,Kosmos Energy Ltd,KOS,Oil & Gas E&P,Energy,-0.020833280903320338,1.61313232738786,6.46
1711,Bright Scholar Education Holdings Ltd,BEDU,Education & Training Services,Consumer Defensive,-0.02091507480452949,1.8728799242902492,7.82
1712,Kronos Worldwide Inc,KRO,Specialty Chemicals,Basic Materials,-0.02097315422817746,2.098365335548431,7.66
1713,Oxford Square Capital Corp,OXSQ,Asset Management,Financial Services,-0.021052611199678533,2.036873516582108,18.83
1714,Grupo Aeroportuario del Centro Norte SAB de CV,OMAB,Airports & Air Services,Industrials,-0.021070543165206415,1.5351267651384068,18.35
1715,National Bankshares Inc,NKSH,Banks - Regional,Financial Services,-0.021119324862207654,1.6397211625551444,11.27
1716,Restaurant Brands International Inc,QSR,Restaurants,Consumer Cyclical,-0.02126162515756322,1.5012562125142372,21.14
1717,Data I/O Corp,DAIO,Electronic Components,Technology,-0.02139035387755625,1.5232465310424133,24.27
1718,Dell Technologies Inc,DELL,Computer Hardware,Technology,-0.021528547946749604,1.5351278845362457,18.21
1719,Whitbread PLC,WHF,Lodging,Consumer Cyclical,-0.021582679517531095,1.576036202941238,17.83
1720,New Jersey Resources Corp,NJR,Utilities - Regulated Gas,Utilities,-0.02166469740706694,1.982486783895468,17.70
1721,Banco Santander,Brasil,Banks - Regional,Financial Services,-0.021739157066863583,1.6678087422796248,16.08
1722,John B Sanfilippo & Son Inc,JBSS,Packaged Foods,Consumer Defensive,-0.02174584919087293,1.7876857497128358,16.47
1723,Vector Group Ltd,VGR,Tobacco,Consumer Defensive,-0.021791730990318527,1.6295291398262206,13.51
1724,ArcelorMittal SA,MT,Steel,Basic Materials,-0.021836578032983247,2.0669824581284564,2.07
1725,Broadcom Inc,AVGO,Semiconductors,Technology,-0.021899916690449096,2.123806873899537,22.22
1726,Austin Engineering Ltd,RZA,Farm & Heavy Construction Machinery,Industrials,-0.021937856420515482,1.4241338874155742,8.94
1727,Fox Factory Holding Corp,FOXF,Auto Parts,Consumer Cyclical,-0.0219478524092089,2.062325561918304,21.88
1728,Ichor Holdings Ltd,ICHR,Semiconductor Equipment & Materials,Technology,-0.022031371824501423,1.3191988132086454,11.68
1729,Costamare Inc,CMRE,Marine Shipping,Industrials,-0.022049296427085786,1.761954367563382,2.37
1730,Provident Financial PLC,PFG,Credit Services,Financial Services,-0.022192064809142466,1.832172026388485,4.90
1731,Marvell Technology Inc,MRVL,Semiconductors,Technology,-0.022343810501567453,1.5977138379007083,20.92
1732,Nampak Ltd,NPK,Packaging & Containers,Consumer Cyclical,-0.022613065326633167,2.053702197013329,2.64
1733,Dogness,International,Leisure,Consumer Cyclical,-0.022625850782826622,2.2045603910630973,9.90
1734,Art's-Way Manufacturing Co Inc,ARTW,Farm & Heavy Construction Machinery,Industrials,-0.02264157699579302,1.3573549493426451,22.99
1735,Owl Rock Capital Corp,ROCK,Credit Services,Financial Services,-0.02278816331118184,2.0787036241023737,10.52
1736,Pennant Park Investment Corp,PNNT,Asset Management,Financial Services,-0.022792001117782377,1.4715298927812286,11.64
1737,Abeo SA,ABEO,Leisure,Consumer Cyclical,-0.022900705563702273,1.7074545749960672,15.06
1738,Steel Partners Holdings LP,SPLP,Conglomerates,Industrials,-0.02292272254385426,1.3253994626089989,6.56
1739,Chegg Inc,CHGG,Education & Training Services,Consumer Defensive,-0.02294303433355709,2.1080328737402976,19.05
1740,ContraFect Corp,CFRX,Biotechnology,Healthcare,-0.022988484327568063,1.9614245440449907,12.00
1741,FlexShopper Inc,FPAY,Rental & Leasing Services,Industrials,-0.022988484327568063,1.1383663704495608,5.26
1742,Annaly Capital Management Inc,NLY,REIT - Mortgage,Real Estate,-0.02305473339443218,1.6073930635652125,2.95
1743,Under Armour Inc,UA,Apparel Manufacturing,Consumer Cyclical,-0.023076887482341508,1.6660362196395002,20.28
1744,Patriot National Bancorp Inc,PNBK,Banks - Regional,Financial Services,-0.023076962202023238,1.790151658926924,6.67
1745,CarMax Inc,KMX,Auto & Truck Dealerships,Consumer Cyclical,-0.023155295280421956,1.8031910292807087,18.38
1746,Wesfarmers Ltd,WES,Home Improvement Retail,Consumer Cyclical,-0.023249380784801352,1.9197671022177232,22.62
1747,CRISPR Therapeutics AG,CRSP,Biotechnology,Healthcare,-0.02332637119124395,1.3953042314992818,20.92
1748,Canadian Solar Inc,CSIQ,Solar,Technology,-0.023423387302327365,1.6616923575110258,13.30
1749,Frasers Property Ltd,FPL,Real Estate - Diversified,Real Estate,-0.0237010230221495,1.9390005853297263,4.27
1750,Oxbridge Re Holdings Ltd,OXBR,Insurance - Reinsurance,Financial Services,-0.023809502184254882,2.3095206103053365,1.37
1751,Mitsui Chemicals Inc,MSI,Specialty Chemicals,Basic Materials,-0.023899639214199967,1.980933884694236,7.11
1752,IVERIC bio Inc,ISEE,Biotechnology,Healthcare,-0.024029508552748945,2.0225470183617613,3.04
1753,Silicon Motion Technology Corp,SIMO,Semiconductors,Technology,-0.024036466799762287,1.9428645563362263,10.76
1754,Geospace Technologies Corp,GEOS,Oil & Gas Equipment & Services,Energy,-0.024128642914578977,1.8446563537300336,18.12
1755,OP Bancorp,OPBK,Banks - Regional,Financial Services,-0.024166663487752277,1.6814421335395584,5.10
1756,Veeco Instruments Inc,VECO,Semiconductor Equipment & Materials,Technology,-0.024242401123046875,1.79622536067008,22.52
1757,Equitrans Midstream Corp,ETRN,Oil & Gas Midstream,Energy,-0.024340748425445927,1.268890981984649,9.98
1758,Telenet Group Holding NV,TNET,Telecom Services,Communication Services,-0.024413131212404637,2.0386269458870694,1.67
1759,NOW Inc,DNOW,Oil & Gas Equipment & Services,Energy,-0.024439895985400042,1.6773510204108977,12.39
1760,Amgen Inc,AMGN,Drug Manufacturers - General,Healthcare,-0.024440738483624377,1.693340790709867,22.08
1761,Northern Trust Corp,NTRS,Asset Management,Financial Services,-0.024696978123698587,2.0313190975480593,12.89
1762,A-Mark Precious Metals Inc,AMRK,Capital Markets,Financial Services,-0.02471909470235731,1.779579149495949,6.02
1763,GRAVITY Co Ltd,GRVY,Electronic Gaming & Multimedia,Communication Services,-0.02483947776388283,1.837121452611917,7.32
1764,ABC arbitrage SA,ABC,Asset Management,Financial Services,-0.024861833575044994,1.7698629652264457,14.41
1765,BHP Group Ltd,BHP,Other Industrial Metals & Mining,Basic Materials,-0.0249950074458865,2.102521227123831,8.27
1766,MainStreet Bancshares Inc,MNSB,Banks - Regional,Financial Services,-0.025000029727816495,1.148347966881803,9.51
1767,Expeditors International of Washington Inc,EXPD,Integrated Freight & Logistics,Industrials,-0.025017243908321146,1.8323537660751643,11.39
1768,Under Armour Inc,UAA,Apparel Manufacturing,Consumer Cyclical,-0.02505326799681544,1.7661931045913892,22.88
1769,Fidelity D & D Bancorp Inc,FDBC,Banks - Regional,Financial Services,-0.02509801528033088,1.5377151953920063,8.55
1770,Camtek Ltd,CAMT,Semiconductor Equipment & Materials,Technology,-0.025149704018337958,1.5061374613863387,15.63
1771,Beter Bed Holding,BBQ,"Furnishings, Fixtures & Appliances",Consumer Cyclical,-0.025157209316162717,1.6831552081624601,8.08
1772,PHX Energy Services Corp,PHX,Oil & Gas Drilling,Energy,-0.025171676650203527,1.6546634085123328,11.51
1773,Corning Inc,GLW,Electronic Components,Technology,-0.025293875746054083,2.1444263814348994,16.45
1774,Somfy SA,SO,"Furnishings, Fixtures & Appliances",Consumer Cyclical,-0.025372788379819208,1.901150308083141,20.88
1775,Amcon Distributing Co,DIT,Food Distribution,Consumer Defensive,-0.025516540731744038,1.4824351887041083,6.33
1776,WeBuild SpA,SAL,Engineering & Construction,Industrials,-0.025522007263679335,1.5109631117182354,7.35
1777,Northeast Bank,NBN,Banks - Regional,Financial Services,-0.02558135986328125,1.6809917566611567,7.94
1778,Western Digital Corp,WDC,Computer Hardware,Technology,-0.025641047345037568,1.8268267916926237,12.82
1779,American Airlines Group Inc,AAL,Airlines,Industrials,-0.02582156135027377,1.7788373985696997,3.33
1780,Esso SAF,STE,Oil & Gas Refining & Marketing,Energy,-0.025843783838425886,1.6809578819395585,0.42
1781,Patterson Companies Inc,PDCO,Medical Distribution,Healthcare,-0.025854520616917797,1.8770492909679697,13.95
1782,NVE Corp,NVEC,Semiconductors,Technology,-0.025881846165575473,1.567488152060551,19.19
1783,Erste Group Bank AG.,EBS,Banks - Regional,Financial Services,-0.02616970124430665,1.530551750671914,6.94
1784,Diamond Hill Investment Group Inc,DHIL,Asset Management,Financial Services,-0.026245912406882493,1.7770296571839794,13.53
1785,Emerald Holding Inc,EEX,Advertising Agencies,Communication Services,-0.026249296538802414,2.169761866216083,21.88
1786,GEL SpA,GEL,Pollution & Treatment Controls,Industrials,-0.026255168994082926,1.8266287033361222,9.43
1787,FMC Corp,FMC,Agricultural Inputs,Basic Materials,-0.026283485280946497,2.066979694354523,21.88
1788,Strata Skin Sciences Inc,SSKN,Medical Devices,Healthcare,-0.02631578947368421,2.008459602493125,0.90
1789,Simpson Manufacturing Co Inc,SSD,Lumber & Wood Production,Basic Materials,-0.026362623642953723,1.7939634259412036,12.03
1790,Guess? Inc,GES,Apparel Retail,Consumer Cyclical,-0.0265089562151483,1.8252173132317533,12.35
1791,Nabaltec AG,NTG,Specialty Chemicals,Basic Materials,-0.02656748183356812,2.072647620112455,11.68
1792,Verizon Communications Inc,VZ,Telecom Services,Communication Services,-0.02660344134614046,1.8073395526727989,9.17
1793,First Financial Northwest Inc,FFNW,Banks - Regional,Financial Services,-0.026643952926115107,1.4816802895958114,10.65
1794,Deutsche Telekom AG,DTEA,Telecom Services,Communication Services,-0.026666641235351445,2.1588392868285906,21.55
1795,Northern Oil & Gas Inc,NOG,Oil & Gas E&P,Energy,-0.026666641235351562,1.570383278520404,3.03
1796,Humana Inc,HUM,Healthcare Plans,Healthcare,-0.02668926166491546,2.1163355884115025,22.32
1797,Duluth Holdings Inc,DLTH,Apparel Retail,Consumer Cyclical,-0.026689449427210552,1.7538559251548131,17.30
1798,Acorda Therapeutics Inc,ACOR,Drug Manufacturers - Specialty & Generic,Healthcare,-0.02669402909023858,1.78562437811946,0.84
1799,Genco Shipping & Trading Ltd,GNK,Marine Shipping,Industrials,-0.026785688626827134,1.668817118048678,3.00
1800,Banco Santander Chile,BSAC,Banks - Regional,Financial Services,-0.02697846251236689,1.7808531426500938,6.38
1801,DRDGold Ltd,DRD,Gold,Basic Materials,-0.027027002147700405,1.617644339144409,11.25
1802,Merck KGaA,MRK,Drug Manufacturers - Specialty & Generic,Healthcare,-0.02714475408178358,1.978807853909805,23.42
1803,Steel Dynamics Inc,STLD,Steel,Basic Materials,-0.027161546459145446,1.774056979590167,4.54
1804,Genesco Inc,GCO,Apparel Retail,Consumer Cyclical,-0.027397278169906957,1.6355700155885786,6.54
1805,Farmers & Merchants Bancorp Inc,FMAO,Banks - Regional,Financial Services,-0.02743978835757303,1.2970360226252515,10.76
1806,Alimera Sciences Inc,ALIM,Drug Manufacturers - Specialty & Generic,Healthcare,-0.0274914638367775,1.8490714630861456,15.80
1807,AT&T Inc,T,Telecom Services,Communication Services,-0.02756275229986415,1.9294387448674868,8.07
1808,MTN Group Ltd,MTN,Telecom Services,Communication Services,-0.02785365255141584,1.7717709447775893,12.59
1809,Bastei Luebbe AG,BST,Publishing,Communication Services,-0.028015357334540178,1.5053517267979375,6.09
1810,Euroseas Ltd,ESEA,Marine Shipping,Industrials,-0.02803746647517422,1.5589835074789258,1.23
1811,Patrick Industries Inc,PATK,"Furnishings, Fixtures & Appliances",Consumer Cyclical,-0.028061185928412016,1.860994449548509,4.54
1812,Global Partners LP,GLP,Oil & Gas Midstream,Energy,-0.02808988884443171,1.817976944241481,3.59
1813,Advanced Emissions Solutions Inc,ADES,Pollution & Treatment Controls,Industrials,-0.028119480808980628,1.937617210816386,1.99
1814,ACM Research Inc,ACMR,Semiconductor Equipment & Materials,Technology,-0.028122427485256306,2.2187265675758168,14.77
1815,Chico's FAS Inc,CHS,Apparel Retail,Consumer Cyclical,-0.02814067721995994,1.9286431205852115,5.84
1816,Franchise Group Inc,FRG,Specialty Retail,Consumer Cyclical,-0.028301903767787313,1.940489149692843,16.45
1817,China Automotive Systems Inc,CAAS,Auto Parts,Consumer Cyclical,-0.028368767143733035,1.676364863862817,8.07
1818,Genworth Financial Inc,GNW,Insurance - Life,Financial Services,-0.028391214644105,2.103764028203265,4.51
1819,Daily Journal Corp,DJCO,Software - Application,Technology,-0.02842550074800532,1.3902648764883456,18.59
1820,Recon Technology Ltd,RCON,Oil & Gas Equipment & Services,Energy,-0.02857140132359096,1.6859114132922313,2.91
1821,Catalent Inc,CTLT,Drug Manufacturers - Specialty & Generic,Healthcare,-0.028607002588395405,1.9058803517671123,20.28
