Rank,Name,Ticker,Industry,Sector,Returns,Volatility,P/E Ratio
1,Toshiba Corp,TSE,Specialty Industrial Machinery,Industrials,1.8118810441468098,2.0650861806648244,8.54
2,Alacrity Securities Ltd,ALACR,Capital Markets,Financial Services,1.246181510470342,1.0257904397017543,8.33
3,SinterCast AB,SINT,Specialty Industrial Machinery,Industrials,1.0083334181043837,2.527234047999792,24.75
4,SNDL Inc,SNDL,Drug Manufacturers - Specialty & Generic,Healthcare,0.8421052026176269,1.1547894775554723,3.54
5,Greenlane Holdings Inc,GNLN,Tobacco,Consumer Defensive,0.6181230222927551,1.047746364376533,0.05
6,Oportun Financial Corp,OPRT,Credit Services,Financial Services,0.504424759555913,1.233791892049375,2.41
7,Kontoor Brands Inc,KTB,Apparel Manufacturing,Consumer Cyclical,0.476466749232357,3.73378743283893,10.36
8,Bain Capital Specialty Finance Inc,BCSF,Asset Management,Financial Services,0.42571782146979165,1.5983109109135638,9.44
9,Essential Properties Realty Trust Inc,EPRT,REIT - Diversified,Real Estate,0.3961218829247208,1.3848931339685389,23.58
10,Resideo Technologies Inc,REZI,Security & Protection Services,Industrials,0.39328533248928205,1.2330655032723699,7.75
11,Synchronoss Technologies Inc,SNCR,Software - Infrastructure,Technology,0.3842856543404715,1.6921849775672544,11.49
12,Levi Strauss & Co,LEVI,Apparel Manufacturing,Consumer Cyclical,0.3492958122323558,1.148601293061287,11.68
13,Tilray Brands Inc,TLRY,Drug Manufacturers - Specialty & Generic,Healthcare,0.33898304536814533,1.2754785410231357,8.52
14,China SXT Pharmaceuticals Inc,SXTC,Drug Manufacturers - Specialty & Generic,Healthcare,0.3159041037863626,1.2955297522683071,5.73
15,SpringWorks Therapeutics Inc,SWTX,Biotechnology,Healthcare,0.31157528242123406,1.3492000702768543,21.10
16,Amphastar Pharmaceuticals Inc,AMPH,Drug Manufacturers - Specialty & Generic,Healthcare,0.3031522806184466,1.6234722790697986,19.38
17,Xeris Biopharma Holdings Inc,XERS,Biotechnology,Healthcare,0.2954545362182885,1.2454554570408065,20.08
18,Bank7 Corp,BSVN,Banks - Regional,Financial Services,0.2877697920701773,1.4817151191055635,8.98
19,Battalion Oil Corp,BATL,Oil & Gas E&P,Energy,0.2866972389270158,1.453468286344773,3.37
20,Lyft Inc,LYFT,Software - Application,Technology,0.27404257591734543,1.1419496189183316,0.85
21,Cranswick PLC,CWK,Packaged Foods,Consumer Defensive,0.2725470721915379,1.2262147546695346,16.67
22,Loma Negra Cia Industria Argentina SA,LOMA,Building Materials,Basic Materials,0.2713781099724683,2.385057264878667,11.33
23,Vista Energy SAB de CV,VIST,Oil & Gas E&P,Energy,0.2684211137222129,1.214146009033949,6.52
24,BRP Inc,BRP,Recreational Vehicles,Consumer Cyclical,0.26702705589500636,1.3430189859175952,12.12
25,Neovasc Inc,NVCN,Medical Devices,Healthcare,0.25,2.045210448325136,0.05
26,Schneider Electric SE,SND,Specialty Industrial Machinery,Industrials,0.24315869163041548,1.5553377778427497,24.94
27,Legacy Housing Corp,LEGH,Residential Construction,Consumer Cyclical,0.2418604455166994,1.4157717849826494,7.73
28,Puma Biotechnology Inc,PBYI,Biotechnology,Healthcare,0.22859832882531586,1.9147683822722485,20.70
29,InMode Ltd,INMD,Medical Devices,Healthcare,0.22238957270124515,1.7212828391967174,18.55
30,Gentex Corp,GTX,Auto Parts,Consumer Cyclical,0.2140351417285565,1.1448701383837108,21.05
31,WH Group Ltd,WH,Packaged Foods,Consumer Defensive,0.21146310410972857,1.2630114679274342,6.66
32,Exagen Inc,XGN,Diagnostics & Research,Healthcare,0.2101248731355239,1.1869716800212178,0.56
33,Uxin Ltd,UXIN,Auto & Truck Dealerships,Consumer Cyclical,0.20833329194122055,1.1810938705994163,0.48
34,Livent Corp,LTHM,Specialty Chemicals,Basic Materials,0.1987704441483972,1.1992194534631073,19.31
35,Inter Cars SA,CARS,Auto Parts,Consumer Cyclical,0.19743588771732298,2.154330807080505,19.61
36,EuroDry Ltd,EDRY,Marine Shipping,Industrials,0.19512200227881646,1.8169443444168747,1.12
37,CLPS Inc,CLPS,Information Technology Services,Technology,0.19337025089275248,1.280377095407641,5.81
38,Camber Energy Inc,CEI,Oil & Gas E&P,Energy,0.1891891891891892,3.0831526530791424,0.04
39,Amerant Bancorp Inc,AMTB,Banks - Regional,Financial Services,0.1866969276259924,1.5050704326632802,8.93
40,Magenta Therapeutics Inc,MGTA,Biotechnology,Healthcare,0.1850079507082705,1.1728424221985807,3.29
41,iHeartMedia Inc,IHRT,Broadcasting,Communication Services,0.1845425943430568,1.4406481887443072,14.53
42,U.S. Xpress Enterprises Inc,USX,Trucking,Industrials,0.17857149492168414,1.1587180352060888,14.66
43,Hudson Technologies Inc,HDSN,Specialty Chemicals,Basic Materials,0.17624523242752235,1.648097592470119,4.66
44,Arcadia Biosciences Inc,RKDA,Agricultural Inputs,Basic Materials,0.1760924642385929,1.7276714801453708,2.03
45,Satsuma Pharmaceuticals Inc,STSA,Biotechnology,Healthcare,0.17551526706871495,2.3369879947596055,2.97
46,Grupo Financiero Galicia SA,GGAL,Banks - Regional,Financial Services,0.17234429909210716,1.599558037349088,9.89
47,Rimini Street Inc,RMNI,Software - Application,Technology,0.16105416060322483,1.5179208912462065,5.08
48,Cumulus Media Inc,CMLS,Broadcasting,Communication Services,0.1515789031982422,1.4742412989259315,4.16
49,The9 Ltd,NCTY,Electronic Gaming & Multimedia,Communication Services,0.14705876939024537,1.935385288827986,0.97
50,Viomi Technology Co Ltd,VIOT,"Furnishings, Fixtures & Appliances",Consumer Cyclical,0.14541389840637173,1.3996379544435047,8.21
51,XTL Biopharmaceuticals Ltd,XTLB,Biotechnology,Healthcare,0.14285706800044815,1.8178887851185843,5.10
52,Borqs Technologies Inc,BRQS,Software - Application,Technology,0.14093962652576694,1.8313504167199408,1.80
53,Running Fox Resource Corp,FOX,Other Industrial Metals & Mining,Basic Materials,0.14073729525853396,1.1828867829600094,3.53
54,DEMIRE Deutsche Mittelstand Real Estate AG,DT,Real Estate Services,Real Estate,0.1389875265161263,1.2050964630628598,4.53
55,Westport Fuel Systems Inc,WPRT,Auto Parts,Consumer Cyclical,0.13671880893525798,2.2415797228978462,11.07
56,Domo Inc,DOMO,Software - Application,Technology,0.13651140751590457,2.1269923867349916,6.37
57,OneWater Marine Inc,ONEW,Recreational Vehicles,Consumer Cyclical,0.13636366451222964,1.56133999174432,3.24
58,Tricida Inc,TCDA,Biotechnology,Healthcare,0.13599997127757368,1.2365239923186702,2.46
59,Baudax Bio Inc,BXRX,Biotechnology,Healthcare,0.13537115630722285,1.1674176425605716,0.01
60,Next PLC,NEXT,Apparel Retail,Consumer Cyclical,0.13532405676391818,2.2367294145522565,10.15
61,Castor Maritime Inc,CTRM,Marine Shipping,Industrials,0.13531355829594846,1.3389327868939076,1.08
62,First Horizon Corp,FHN,Banks - Regional,Financial Services,0.13458956930565127,1.9908144693794192,16.58
63,Alector Inc,ALEC,Biotechnology,Healthcare,0.13168719937129883,1.1367813109632032,14.33
64,Revolve Group Inc,RVLV,Internet Retail,Consumer Cyclical,0.13038123628799933,1.08691571890677,21.28
65,Altimmune Inc,ALT,Biotechnology,Healthcare,0.12994348117819318,2.4537634099240773,3.54
66,Red River Bancshares Inc,RRBI,Banks - Regional,Financial Services,0.12906000993422162,1.7202294084412209,9.99
67,Repay Holdings Corp,RPAY,Software - Infrastructure,Technology,0.12786404508898952,2.5872650596258717,15.97
68,Atreca Inc,BCEL,Biotechnology,Healthcare,0.12223016912960959,1.212374022081746,4.47
69,Fox Corp,FOXA,Entertainment,Communication Services,0.11772601355429875,1.3820775280305548,15.87
70,Mirvac Group,MGR,REIT - Diversified,Real Estate,0.11576009970352283,1.7826493944351485,9.35
71,Plastiques du Val-de-Loire,PVL,Auto Parts,Consumer Cyclical,0.11538456365671967,1.9136466798498568,9.51
72,M&T Bank Corp,MTB,Banks - Regional,Financial Services,0.11516796208256205,2.1115127130701943,14.29
73,Qurate Retail Inc,QRTEA,Internet Retail,Consumer Cyclical,0.11489549167583528,1.8667828651345044,5.24
74,MediClin AG,MED,Medical Care Facilities,Healthcare,0.11260009265213346,1.8823612597423722,15.27
75,Capital Bancorp Inc,CBNK,Banks - Regional,Financial Services,0.11207644971335914,1.4992184978307366,7.66
76,Amplify Energy Corp,AMPY,Oil & Gas E&P,Energy,0.11093750430736685,2.2871447661943143,5.27
77,Thorn Group Ltd,TGA,Rental & Leasing Services,Industrials,0.10994760345946612,1.7080913411466883,2.90
78,Exelixis Inc,EXEL,Biotechnology,Healthcare,0.10946298621538113,1.4498279426097496,18.18
79,Steel Authority Of India Ltd,SAIL,Steel,Basic Materials,0.10872362395905241,1.7734816221976974,8.07
80,Richmond Mutual Bancorp Inc,RMBI,Banks - Regional,Financial Services,0.10471203979348308,1.4848312526183398,11.70
81,Telecom Argentina SA,TEO,Telecom Services,Communication Services,0.10360356567645491,1.998654331407223,6.23
82,Qurate Retail Inc,QRTEB,Internet Retail,Consumer Cyclical,0.10334074013280584,1.7004337337120141,15.06
83,Grupo Supervielle SA,SUPV,Banks - Regional,Financial Services,0.10263785853694013,1.9612066216685955,17.51
84,Smart Powerr Corp,CREG,Utilities - Renewable,Utilities,0.09999997764825855,1.6769833739524551,1.61
85,Dow Inc,DOW,Chemicals,Basic Materials,0.09763311021681419,1.1602015946317583,7.12
86,Synaptics Inc,SYNA,Semiconductors,Technology,0.097330469021199,1.7186162628329547,14.43
87,Alico Inc,ALCO,Farm Products,Consumer Defensive,0.09227934746800177,1.8399808165567186,14.88
88,Raymond James Financial Inc,RJF,Capital Markets,Financial Services,0.09189559216190304,1.8504293744560651,15.77
89,MediaCo Holding Inc,MDIA,Broadcasting,Communication Services,0.09090909090909091,2.035619869977751,3.69
90,Salarius Pharmaceuticals Inc,SLRX,Biotechnology,Healthcare,0.08970976253298153,2.9339872435962837,1.62
91,News Corp,NWSA,Entertainment,Communication Services,0.08761527648010516,1.6574632266642415,24.04
92,PREOS Global Office Real Estate & Technology AG,PAG,Real Estate Services,Real Estate,0.08718932007287152,1.8212376057545536,6.97
93,Omer SpA,OMER,Tools & Accessories,Industrials,0.08695650429280503,1.8809476166349919,7.58
94,OSG Corp,OSG,Tools & Accessories,Industrials,0.08536584568052041,1.6758958027586237,11.82
95,Ralph Lauren Corp,RL,Apparel Manufacturing,Consumer Cyclical,0.0847921980181461,1.7595515664241266,16.05
96,Rhinebeck Bancorp Inc,RBKB,Banks - Regional,Financial Services,0.0839936948675923,2.1153010648578534,11.05
97,Resource Mining Corp Ltd,RMI,Other Industrial Metals & Mining,Basic Materials,0.08147776273799487,1.7835456341201834,10.12
98,Valhi Inc,VHI,Chemicals,Basic Materials,0.07983195830813632,1.8769442454025955,4.51
99,Sol-Gel Technologies Ltd,SLGL,Biotechnology,Healthcare,0.07934659619491724,1.5137698218536437,21.14
100,Powerbridge Technologies Co Ltd,PBTS,Software - Application,Technology,0.0759493989235954,1.2628684391714626,20.88
101,Vidrala SA,VIR,Packaging & Containers,Consumer Cyclical,0.07490760859745872,1.2999954122767792,21.60
102,Jerash Holdings,US,Apparel Manufacturing,Consumer Cyclical,0.0741971313517959,1.737229856638829,10.38
103,News Corp,NWS,Entertainment,Communication Services,0.07419352377614667,1.6164307773804902,24.33
104,SilverBow Resources Inc,SBOW,Oil & Gas E&P,Energy,0.07377617744264166,1.84355643762297,1.51
105,EMCORE Corp,EMKR,Semiconductors,Technology,0.07368419044896175,1.9190481299745203,6.27
106,Mereo BioPharma Group PLC,MREO,Biotechnology,Healthcare,0.07317077992999332,1.2410521688446428,7.18
107,Gritstone Bio Inc,GRTS,Biotechnology,Healthcare,0.07205621147434445,1.2083758524971306,0.60
108,WiSA Technologies Inc,WISA,Semiconductors,Technology,0.07142860944173737,1.208299281656288,18.62
109,Plus Therapeutics Inc,PSTV,Biotechnology,Healthcare,0.07142857142857142,1.9403141862066238,0.64
110,Helius Medical Technologies Inc,HSDT,Medical Devices,Healthcare,0.07000004161487926,2.35331953356131,0.83
111,Medigus Ltd,MDGS,Medical Devices,Healthcare,0.06856635812019587,1.672965469915282,2.69
112,Ovid Therapeutics Inc,OVID,Biotechnology,Healthcare,0.06818175168076947,2.0210052776708216,1.24
113,Reliance Steel & Aluminum Co,RS,Steel,Basic Materials,0.06664262117847672,1.8445092079358616,6.80
114,Luxfer Holdings PLC,LXFR,Specialty Industrial Machinery,Industrials,0.06641367254058048,1.5819556997138866,14.27
115,John Bean Technologies Corp,JBT,Specialty Industrial Machinery,Industrials,0.06546198708790667,1.841412540757062,24.94
116,Cara Therapeutics Inc,CARA,Biotechnology,Healthcare,0.06507413010803921,1.8403808563236406,19.53
117,Broadcom Inc.,AVGOP,Semiconductors,Technology,0.0642135261647547,1.5439884650364242,22.13
118,Onto Innovation Inc,ONTO,Semiconductor Equipment & Materials,Technology,0.06420098263727086,1.3989819475533978,18.12
119,Flatex AG,FTK,Capital Markets,Financial Services,0.0625000084665689,2.020969143763997,10.05
120,Xtant Medical Holdings Inc,XTNT,Medical Devices,Healthcare,0.06201552049549666,1.7295810730998311,3.48
121,Cementos Pacasmayo SAA,CPAC,Building Materials,Basic Materials,0.061224489795918366,1.5198131547454663,9.19
122,Bri-Chem Corp,BRY,Oil & Gas Equipment & Services,Energy,0.0606060003993511,2.4396593391591153,1.81
123,Entravision Communications Corp,EVC,Advertising Agencies,Communication Services,0.0602409624710781,1.4523735889158653,18.83
124,VAALCO Energy Inc,EGY,Oil & Gas E&P,Energy,0.05960267148809036,1.6431167717529842,3.83
125,Legal & General Group PLC,LGI,Asset Management,Financial Services,0.05944058829703188,1.8389887117727917,7.40
126,ACI Worldwide Inc,ACIW,Software - Infrastructure,Technology,0.0594235121030792,1.8495986266436766,19.38
127,Solvay SA,SOL,Chemicals,Basic Materials,0.05904053326933276,1.5522791127993587,5.55
128,Urban One Inc,UONE,Broadcasting,Communication Services,0.05714287076677595,1.4979759240225494,6.66
129,China Water Affairs Group Ltd,CUBB,Utilities - Regulated Water,Utilities,0.05709629300905553,1.6085945582705343,5.91
130,TSR Inc,TSRI,Software - Application,Technology,0.056603717566302406,1.4998468283201574,20.75
131,Viper Energy Partners LP,VNOM,Oil & Gas Midstream,Energy,0.05638082474602546,2.016834063783045,13.97
132,National Western Life Group Inc,NWLI,Insurance - Life,Financial Services,0.05529852664782099,1.8884838119278522,8.64
133,Stoke Therapeutics Inc,STOK,Biotechnology,Healthcare,0.05446927845567997,1.9527789880453044,22.08
134,Wah Fu Education Group Ltd,WAFU,Education & Training Services,Consumer Defensive,0.05333336194356283,1.378959208883667,14.12
135,AEM Holdings Ltd,AWX,Semiconductor Equipment & Materials,Technology,0.052631633983975745,1.5585506876362405,7.30
136,Spartan Delta Corp,YJ,Oil & Gas E&P,Energy,0.05247808304237115,1.3418848504600223,3.67
137,Arcus Biosciences Inc,RCUS,Biotechnology,Healthcare,0.05184259286947076,1.309769890467584,15.04
138,LSB Industries Inc,LXU,Chemicals,Basic Materials,0.05160141775059448,1.653197549174858,2.86
139,Accel Entertainment Inc,ACEL,Gambling,Consumer Cyclical,0.05066668192545573,2.479722415656651,12.06
140,Maiden Holdings Ltd,MHLD,Insurance - Reinsurance,Financial Services,0.05031453859136182,2.1655095341839745,5.62
141,Itau Unibanco Holding SA,ITUB,Banks - Regional,Financial Services,0.0488177602532538,1.8586505711683559,8.76
142,Dunxin Financial Holdings Ltd,DXF,Credit Services,Financial Services,0.048237520467948006,1.8055642626402149,0.81
143,PT Telkom Indonesia,Persero,Telecom Services,Communication Services,0.04782276370226479,1.8128818879781896,16.69
144,Shutterstock Inc,SSTK,Internet Content & Information,Communication Services,0.0475540413266675,1.5992966388728016,24.88
145,Ambow Education Holding Ltd,AMBO,Education & Training Services,Consumer Defensive,0.047368439214711934,1.6765534452260156,17.51
146,Kulicke & Soffa Industries Inc,KLIC,Semiconductor Equipment & Materials,Technology,0.04709514236401951,1.7794869213927633,6.62
147,New Gold Inc,NGD,Gold,Basic Materials,0.046808569352518016,1.9677559661626782,6.81
148,InVivo Therapeutics Holdings Corp,NVIV,Biotechnology,Healthcare,0.04666666666666667,2.504995913332176,0.61
149,Ceragon Networks Ltd,CRNT,Communication Equipment,Technology,0.04626338686410327,1.5140233260674063,11.49
150,Broadmark Realty Capital Inc,BRMK,REIT - Mortgage,Real Estate,0.04607041605398262,1.7518815878574039,8.95
151,Permian Resources Corp,CDEV,Oil & Gas E&P,Energy,0.04605934372373003,1.9992776011443074,4.65
152,Builders FirstSource Inc,BLDR,Building Products & Equipment,Industrials,0.04497356606485591,1.837293050882492,4.05
153,Diamondback Energy Inc,FANG,Oil & Gas E&P,Energy,0.04467156727134626,1.690063377751634,5.61
154,Varengold Wertpapierhandelsbank AG,VG,Banks - Regional,Financial Services,0.043828243089699986,1.5185783984658394,3.57
155,Kingstone Companies Inc,KINS,Insurance - Property & Casualty,Financial Services,0.04373177939838775,1.3337175295362846,18.87
156,Cyclacel Pharmaceuticals Inc,CYCC,Biotechnology,Healthcare,0.04347830593924006,1.9280354473564685,0.27
157,Heritage-Crystal Clean Inc,HCCI,Waste Management,Industrials,0.04314712899504806,1.5167378007760317,10.53
158,Middlefield Banc Corp,MBCN,Banks - Regional,Financial Services,0.041460975535176026,1.4282284262776879,9.66
159,Gogo Inc,GOGO,Telecom Services,Communication Services,0.040665484886112595,1.8304177931643906,6.90
160,BOS Better Online Solutions Ltd,BOSC,Communication Equipment,Technology,0.04054050135560312,1.7094197912260218,14.01
161,UFP Technologies Inc,UFPT,Medical Devices,Healthcare,0.040387721136885754,1.5034136476048374,24.21
162,QuidelOrtho Corp,QDEL,Medical Instruments & Supplies,Healthcare,0.04029750680305276,1.5703137900813324,5.58
163,Afya Ltd,AFYA,Education & Training Services,Consumer Defensive,0.04011138065470403,1.303926305366089,19.96
164,Columbus McKinnon Corp,CMCO,Farm & Heavy Construction Machinery,Industrials,0.03975863813276731,1.8062895642401637,23.09
165,H&E Equipment Services Inc,HEES,Rental & Leasing Services,Industrials,0.039438116326831966,1.636486110263931,17.09
166,BioNTech SE,BNTX,Biotechnology,Healthcare,0.0393046466935685,1.2533885547798729,3.58
167,The Dixie Group Inc,DXYN,Textile Manufacturing,Consumer Cyclical,0.03921574310631382,1.9438381898127082,14.33
168,LCI Industries Inc,LCII,Recreational Vehicles,Consumer Cyclical,0.03875079493086948,1.8731910455515695,5.42
169,Hovnanian Enterprises Inc,HOV,Residential Construction,Consumer Cyclical,0.03867403314917127,2.1128732375719466,1.58
170,LM Funding America Inc,LMFA,Credit Services,Financial Services,0.038461579608730645,2.7587778407458288,2.05
171,Hostess Brands Inc,TWNK,Packaged Foods,Consumer Defensive,0.038432498689865695,1.5716144276449417,18.98
172,RenaissanceRe Holdings Ltd,RNR,Insurance - Reinsurance,Financial Services,0.03829351952458404,1.8218861592983149,19.61
173,Victory Capital Holdings Inc,VCTR,Asset Management,Financial Services,0.03816040894897348,1.9260089375145195,6.88
174,InnSuites Hospitality Trust,IHT,REIT - Hotel & Motel,Real Estate,0.03809531702746968,1.7603879841172696,14.33
175,Xenetic Biosciences Inc,XBIO,Biotechnology,Healthcare,0.03783784341080663,1.8277673399015095,2.17
176,Aveng Ltd,AEG,Engineering & Construction,Industrials,0.03773588300727429,2.139829765189845,12.94
177,Gerdau SA,GGB,Steel,Basic Materials,0.03734436139585862,1.9466983780711318,3.87
178,9F Inc,JFU,Information Technology Services,Technology,0.037280718953325694,1.9612424483563147,9.57
179,Purple Innovation Inc,PRPL,"Furnishings, Fixtures & Appliances",Consumer Cyclical,0.037073181896674925,1.3012630905109184,1.44
180,D.R. Horton Inc,DHI,Residential Construction,Consumer Cyclical,0.036989749785382886,1.7873071165481278,5.67
181,BBI Buergerliches Brauhaus Immobilien,BBI,Real Estate Services,Real Estate,0.036585373958309984,1.8049552662474677,14.22
182,Liquidity Services Inc,LQDT,Internet Retail,Consumer Cyclical,0.03603600043095768,1.8631782011850813,11.92
183,Franklin Street Properties Corp,FSP,REIT - Office,Real Estate,0.035952060279326244,1.5969917021917692,3.56
184,Iterum Therapeutics PLC,ITRM,Biotechnology,Healthcare,0.03568771527468922,1.4244194497411464,9.67
185,Genesis Energy Ltd,GNE,Utilities - Independent Power Producers,Utilities,0.03557308900674536,1.3516238131621032,12.27
186,LyondellBasell Industries NV,DLY,Specialty Chemicals,Basic Materials,0.034761676956603614,2.440144656802246,6.83
187,ENAV SpA,ENV,Airports & Air Services,Industrials,0.034728350761369944,1.8403399747403613,17.24
188,Japan Exchange Group Inc,OSK,Financial Data & Stock Exchanges,Financial Services,0.03422199648664142,1.9805501316146816,20.24
189,Eurofins Scientific SE,ERF,Diagnostics & Research,Healthcare,0.03413820479587782,1.7225004580064245,19.57
190,Oeneo,SBT,Beverages - Wineries & Distilleries,Consumer Defensive,0.03389918584287114,2.5650323644555773,22.62
191,Aridis Pharmaceuticals Inc,ARDS,Biotechnology,Healthcare,0.03383455310724381,1.5578303097780475,2.46
192,Gateway Real Estate AG,GTY,Real Estate - Development,Real Estate,0.03337353822669348,1.8962271473057224,15.17
193,Atlantic American Corp,AAME,Insurance - Life,Financial Services,0.03333330154418945,1.5579010660635662,18.35
194,InspireMD Inc,NSPR,Medical Devices,Healthcare,0.03305785123966942,2.2459440161677247,1.25
195,Camping World Holdings Inc,CWH,Auto & Truck Dealerships,Consumer Cyclical,0.032951913079374597,1.50128435583089,5.33
196,TTM Technologies Inc,TTM,Electronic Components,Technology,0.03292185882825369,2.0163772606216717,17.06
197,Vivendi SE,VIV,Entertainment,Communication Services,0.03276131718345585,1.455160930006568,10.72
198,Malvern Bancorp Inc,MLVF,Banks - Regional,Financial Services,0.03265303008410395,1.3791103671894898,19.19
199,Tonix Pharmaceuticals Holding Corp,TNXP,Biotechnology,Healthcare,0.03260869565217391,2.4099078829637137,0.32
200,Albemarle Corp,ALB,Specialty Chemicals,Basic Materials,0.03257559422213121,1.7841113414655416,16.67
201,Equinox Gold Corp,EQX,Gold,Basic Materials,0.0325202936851642,2.0850561610156237,2.90
202,SuRo Capital Corp,GSV,Asset Management,Financial Services,0.03205132907664455,1.178200337616075,6.02
203,Silicom Ltd,SILC,Communication Equipment,Technology,0.03177518451393266,1.7590741671675638,19.76
204,Rubicon Technology Inc,RBCN,Semiconductor Equipment & Materials,Technology,0.03156388431150288,1.8967656759502076,5.75
205,Kandi Technologies Group Inc,KNDI,Auto Parts,Consumer Cyclical,0.031372519100413464,1.4458215812207627,7.06
206,H. Lundbeck AS,LUNA,Drug Manufacturers - Specialty & Generic,Healthcare,0.0313589394343681,1.54398423483161,3.54
207,SandRidge Energy Inc,SD,Oil & Gas E&P,Energy,0.031117367022631005,1.5244336012580675,3.53
208,Weyco Group Inc,WEYS,Footwear & Accessories,Consumer Cyclical,0.03092780464424631,1.6826182180128018,7.94
209,Sonder Holdings Inc.,SOJD,Lodging,Consumer Cyclical,0.03060307498601496,1.9886777853433713,2.54
210,Acer Inc,ACER,Computer Hardware,Technology,0.030550980265861692,1.6107122491417358,9.27
211,Global Indemnity Group LLC,GBLI,Insurance - Property & Casualty,Financial Services,0.030396710830811986,1.8368879194906,17.36
212,CVR Partners LP,UAN,Agricultural Inputs,Basic Materials,0.0303030011118977,1.7385717062860635,4.34
213,PEDEVCO Corp,PED,Oil & Gas E&P,Energy,0.030303000199675724,1.8454274767682552,22.32
214,Federal Home Loan Mortgage Corp,MAC,Mortgage Finance,Financial Services,0.030243353514774477,2.0161060578315166,3.61
215,Anheuser-Busch InBev SA/NV,BUD,Beverages - Brewers,Consumer Defensive,0.030191487695052633,1.8082738667699472,24.63
216,Radiant Logistics Inc,RLGT,Integrated Freight & Logistics,Industrials,0.029801296270770244,1.6871309134792145,6.69
217,Northrim BanCorp Inc,NRIM,Banks - Regional,Financial Services,0.02960531372277754,1.6606537856864203,10.67
218,Plains GP Holdings LP,PAGP,Oil & Gas Midstream,Energy,0.029399627454921314,1.9109768590612823,11.82
219,Tronox Holdings PLC,TROX,Chemicals,Basic Materials,0.029377202500128315,2.016287989559433,4.16
220,Franklin Electric Co Inc,FELE,Specialty Industrial Machinery,Industrials,0.02933737533011988,1.8396118275155944,20.53
221,Four Corners Property Trust Inc,FCPT,REIT - Retail,Real Estate,0.029320295011160496,1.550869801375209,21.93
222,Eltek Ltd,ELTK,Electronic Components,Technology,0.029126186624346982,1.5212363136270906,4.05
223,Alpha Pro Tech Ltd,APT,Building Products & Equipment,Industrials,0.02898547920302406,1.3652057981631291,15.92
224,MGP Ingredients Inc,MGPI,Beverages - Wineries & Distilleries,Consumer Defensive,0.02894682155704046,2.007419592039979,18.83
225,Palomar Holdings Inc,PLMR,Insurance - Property & Casualty,Financial Services,0.028874232110938532,1.2294570641722373,24.27
226,Insignia Systems Inc,ISIG,Advertising Agencies,Communication Services,0.028846203810601496,1.6363119068766472,1.49
227,Borregaard ASA,BRG,Specialty Chemicals,Basic Materials,0.02869749041562639,1.73236247715571,19.53
228,Digital Realty Trust Inc,DLR,REIT - Specialty,Real Estate,0.028405091772812568,1.8762419893579132,20.79
229,Gulf Resources Inc,GURE,Specialty Chemicals,Basic Materials,0.028368766504145236,1.3803126374318042,3.05
230,Ribbon Communications Inc,RBBN,Telecom Services,Communication Services,0.02807023326372626,1.5911858502870198,10.89
231,Kennametal Inc,KMT,Tools & Accessories,Industrials,0.02798459900480965,1.9824370107110263,15.92
232,IRSA Inversiones y Representaciones SA,IRS,Real Estate Services,Real Estate,0.027965281104474424,1.9279538578906437,2.33
233,Zedge Inc,ZDGE,Internet Content & Information,Communication Services,0.02743133426401794,1.4708018225009916,4.60
234,Tennant Co,TNC,Specialty Industrial Machinery,Industrials,0.027154345970713232,1.8388965595312914,24.27
235,The One Group Hospitality Inc,STKS,Restaurants,Consumer Cyclical,0.027149294906731947,1.724767342061744,14.84
236,First Internet Bancorp,INBK,Banks - Regional,Financial Services,0.0271083641716747,1.401262918201941,5.81
237,Antero Resources Corp,AR,Oil & Gas E&P,Energy,0.027070926832059035,2.2616019659922886,4.37
238,Griffon Corp,GFF,Conglomerates,Industrials,0.027026957364917194,1.6081879434568558,12.77
239,Diodes Inc,DIOD,Semiconductors,Technology,0.027026941532620172,1.678411582327706,12.02
240,Mammoth Energy Services Inc,TUSK,Conglomerates,Industrials,0.026730073502320543,2.158872840301874,1.19
241,Pampa Energia SA,PAA,Utilities - Independent Power Producers,Utilities,0.026604693946262387,1.6943832908661767,6.89
242,ScanSource Inc,SCSC,Electronics & Computer Distribution,Technology,0.02650607011812202,1.813409181640377,8.76
243,Avantor Inc,AVTR,Specialty Chemicals,Basic Materials,0.02631582569132282,1.2376730047612428,21.60
244,Callon Petroleum Co,CPE,Oil & Gas E&P,Energy,0.025899325196501642,1.7196367601481621,1.73
245,Korn Ferry,KFY,Staffing & Employment Services,Industrials,0.0258159973759272,1.562331272677457,8.56
246,Axcelis Technologies Inc,ACLS,Semiconductor Equipment & Materials,Technology,0.025756964473066263,1.4498168052695084,18.25
247,Bloomin Brands Inc,BLMN,Restaurants,Consumer Cyclical,0.02569594739475377,1.4064489516654226,21.23
248,Super Micro Computer Inc,SMCI,Computer Hardware,Technology,0.025641042361154033,1.5228332368053907,10.31
249,Surface Oncology Inc,SURF,Biotechnology,Healthcare,0.025622751017088555,1.5372926596306575,5.18
250,Littelfuse Inc,LFUS,Electronic Components,Technology,0.025615855014738922,1.7659738644572456,17.48
251,Commercial Vehicle Group Inc,CVGI,Auto Parts,Consumer Cyclical,0.02551640945655625,1.920967075932206,18.59
252,Forrester Research Inc,FORR,Consulting Services,Industrials,0.025423710810103917,1.5922019974104848,21.98
253,SRAX Inc,SRAX,Advertising Agencies,Communication Services,0.025287387569194828,1.1800413827089584,23.26
